SiteID,ID,Spp,PlotID,Region,Latitude,Longitude,Elevation,Class_10,NewPlot_10,PercFr_10,TotFr_10,TotFl_10,TotNFStLn_10,TotFlStLn_10,TotStLn_10,Class_11,NewPlot_11,PercFr_11,TotFr_11,TotFl_11,TotNFStLn_11,TotFlStLn_11,TotStLn_11,Class_12,NewPlot_12,PercFr_12,TotFr_12,TotFl_12,TotNFStLn_12,TotFlStLn_12,TotStLn_12,Surv1011,Surv1112
Fiddle Creek,55366,C,215,C3,39.5204,-120.99815,706,NA,F,NA,NA,NA,NA,NA,NA,J,T,NA,NA,NA,0.5,NA,0.5,D,F,NA,NA,NA,NA,NA,NA,NA,0
Fiddle Creek,56459,C,233,C3,39.5204,-120.99815,706,NA,F,NA,NA,NA,NA,NA,NA,J,T,NA,NA,NA,141,NA,141,A,F,1,1,1,64,37,101,NA,1
Fiddle Creek,56460,C,233,C3,39.5204,-120.99815,706,NA,F,NA,NA,NA,NA,NA,NA,J,T,NA,NA,NA,951.2,NA,951.2,A,F,0.75,163.2,217.6,570,1149.2,1719.2,NA,1
Fiddle Creek,56461,C,287,C3,39.5204,-120.99815,706,NA,F,NA,NA,NA,NA,NA,NA,A,T,0,0,0,NA,54,54,A,F,0.75,3,4,39,76,115,NA,1
Fiddle Creek,56462,C,287,C3,39.5204,-120.99815,706,NA,F,NA,NA,NA,NA,NA,NA,A,T,0,0,1,33,33,66,A,F,0.5,2,4,NA,71,71,NA,1
Fiddle Creek,56463,C,287,C3,39.5204,-120.99815,706,NA,F,NA,NA,NA,NA,NA,NA,J,T,NA,NA,NA,21,NA,21,A,F,1,3,3,NA,48,48,NA,1
Fiddle Creek,56464,C,287,C3,39.5204,-120.99815,706,NA,F,NA,NA,NA,NA,NA,NA,J,T,NA,NA,NA,4,NA,4,J,F,NA,NA,NA,36,NA,36,NA,1
Fiddle Creek,56465,C,287,C3,39.5204,-120.99815,706,NA,F,NA,NA,NA,NA,NA,NA,J,T,NA,NA,NA,993.6,NA,993.6,J,F,NA,NA,NA,49,NA,49,NA,1
Fiddle Creek,56466,C,287,C3,39.5204,-120.99815,706,NA,F,NA,NA,NA,NA,NA,NA,A,T,0.2,1,5,155,104,259,J,F,NA,NA,NA,324,NA,324,NA,1
Fiddle Creek,56467,C,287,C3,39.5204,-120.99815,706,NA,F,NA,NA,NA,NA,NA,NA,A,T,0.5,1,2,393.8,45,438.8,A,F,0.416666667,10,24,188.4,226,414.4,NA,1
Fiddle Creek,56468,C,95,C3,39.5204,-120.99815,706,NA,F,NA,NA,NA,NA,NA,NA,J,T,NA,NA,NA,1,NA,1,D,F,NA,NA,NA,NA,NA,NA,NA,0
Fiddle Creek,56469,C,95,C3,39.5204,-120.99815,706,NA,F,NA,NA,NA,NA,NA,NA,J,T,NA,NA,NA,23,NA,23,D,F,NA,NA,NA,NA,NA,NA,NA,0
Fiddle Creek,56470,C,95,C3,39.5204,-120.99815,706,NA,F,NA,NA,NA,NA,NA,NA,J,T,NA,NA,NA,7,NA,7,D,F,NA,NA,NA,NA,NA,NA,NA,0
Fiddle Creek,56471,C,95,C3,39.5204,-120.99815,706,NA,F,NA,NA,NA,NA,NA,NA,J,T,NA,NA,NA,3.5,NA,3.5,D,F,NA,NA,NA,NA,NA,NA,NA,0
Fiddle Creek,56472,C,95,C3,39.5204,-120.99815,706,NA,F,NA,NA,NA,NA,NA,NA,J,T,NA,NA,NA,10,NA,10,D,F,NA,NA,NA,NA,NA,NA,NA,0
Fiddle Creek,56473,C,95,C3,39.5204,-120.99815,706,NA,F,NA,NA,NA,NA,NA,NA,J,T,NA,NA,NA,4,NA,4,D,F,NA,NA,NA,NA,NA,NA,NA,0
Fiddle Creek,56474,C,95,C3,39.5204,-120.99815,706,NA,F,NA,NA,NA,NA,NA,NA,J,T,NA,NA,NA,4,NA,4,D,F,NA,NA,NA,NA,NA,NA,NA,0
Fiddle Creek,56475,C,95,C3,39.5204,-120.99815,706,NA,F,NA,NA,NA,NA,NA,NA,J,T,NA,NA,NA,6,NA,6,D,F,NA,NA,NA,NA,NA,NA,NA,0
Fiddle Creek,56476,C,95,C3,39.5204,-120.99815,706,NA,F,NA,NA,NA,NA,NA,NA,J,T,NA,NA,NA,148,NA,148,D,F,NA,NA,NA,NA,NA,NA,NA,0
Fiddle Creek,58993,C,95,C3,39.5204,-120.99815,706,NA,F,NA,NA,NA,NA,NA,NA,NA,F,NA,NA,NA,NA,NA,NA,J,F,NA,NA,NA,9,NA,9,NA,NA
Fiddle Creek,58994,C,95,C3,39.5204,-120.99815,706,NA,F,NA,NA,NA,NA,NA,NA,NA,F,NA,NA,NA,NA,NA,NA,A,F,1,2,2,NA,42,42,NA,NA
Fiddle Creek,58995,C,94,C3,39.5204,-120.99815,706,NA,F,NA,NA,NA,NA,NA,NA,NA,F,NA,NA,NA,NA,NA,NA,A,F,0.666666667,2,3,108,41,149,NA,NA
Fiddle Creek,58996,C,287,C3,39.5204,-120.99815,706,NA,F,NA,NA,NA,NA,NA,NA,NA,F,NA,NA,NA,NA,NA,NA,A,T,0,0,1,12,93,105,NA,NA
Hauser Creek,13961,C,54,S1,32.65822,-116.53235,788,A,T,1,1,1,5,28,33,D,F,NA,NA,NA,NA,NA,NA,D,F,NA,NA,NA,NA,NA,NA,0,NA
Hauser Creek,13962,C,54,S1,32.65822,-116.53235,788,J,T,NA,NA,NA,10,NA,10,D,F,NA,NA,NA,NA,NA,NA,D,F,NA,NA,NA,NA,NA,NA,0,NA
Hauser Creek,13963,C,54,S1,32.65822,-116.53235,788,A,T,1,2,2,25,21,46,D,F,NA,NA,NA,NA,NA,NA,D,F,NA,NA,NA,NA,NA,NA,0,NA
Hauser Creek,13964,C,54,S1,32.65822,-116.53235,788,J,T,NA,NA,NA,35,NA,35,D,F,NA,NA,NA,NA,NA,NA,D,F,NA,NA,NA,NA,NA,NA,0,NA
Hauser Creek,13965,C,54,S1,32.65822,-116.53235,788,J,T,NA,NA,NA,17,NA,17,D,F,NA,NA,NA,NA,NA,NA,D,F,NA,NA,NA,NA,NA,NA,0,NA
Hauser Creek,13966,C,54,S1,32.65822,-116.53235,788,J,T,NA,NA,NA,27,NA,27,D,F,NA,NA,NA,NA,NA,NA,D,F,NA,NA,NA,NA,NA,NA,0,NA
Hauser Creek,13967,C,54,S1,32.65822,-116.53235,788,J,T,NA,NA,NA,27,NA,27,D,F,NA,NA,NA,NA,NA,NA,D,F,NA,NA,NA,NA,NA,NA,0,NA
Hauser Creek,13968,C,54,S1,32.65822,-116.53235,788,J,T,NA,NA,NA,7,NA,7,D,F,NA,NA,NA,NA,NA,NA,D,F,NA,NA,NA,NA,NA,NA,0,NA
Hauser Creek,13969,C,54,S1,32.65822,-116.53235,788,J,T,NA,NA,NA,5,NA,5,D,F,NA,NA,NA,NA,NA,NA,D,F,NA,NA,NA,NA,NA,NA,0,NA
Hauser Creek,13970,C,54,S1,32.65822,-116.53235,788,A,T,1,1,1,NA,20,20,D,F,NA,NA,NA,NA,NA,NA,D,F,NA,NA,NA,NA,NA,NA,0,NA
Hauser Creek,13971,C,54,S1,32.65822,-116.53235,788,A,T,0,0,0,NA,15,15,D,F,NA,NA,NA,NA,NA,NA,D,F,NA,NA,NA,NA,NA,NA,0,NA
Hauser Creek,13972,C,54,S1,32.65822,-116.53235,788,J,T,NA,NA,NA,7,NA,7,A,F,0.866666667,13,15,NA,88,88,D,F,NA,NA,NA,NA,NA,NA,1,0
Hauser Creek,13973,C,54,S1,32.65822,-116.53235,788,A,T,1,6,6,NA,24,24,D,F,NA,NA,NA,NA,NA,NA,D,F,NA,NA,NA,NA,NA,NA,0,NA
Hauser Creek,13974,C,54,S1,32.65822,-116.53235,788,A,T,1,2,2,NA,19,19,D,F,NA,NA,NA,NA,NA,NA,D,F,NA,NA,NA,NA,NA,NA,0,NA
Hauser Creek,13975,C,54,S1,32.65822,-116.53235,788,A,T,0.75,3,4,NA,31,31,D,F,NA,NA,NA,NA,NA,NA,D,F,NA,NA,NA,NA,NA,NA,0,NA
Hauser Creek,13976,C,54,S1,32.65822,-116.53235,788,J,T,NA,NA,NA,12,NA,12,D,F,NA,NA,NA,NA,NA,NA,D,F,NA,NA,NA,NA,NA,NA,0,NA
Hauser Creek,13977,C,54,S1,32.65822,-116.53235,788,J,T,NA,NA,NA,12,NA,12,J,F,NA,NA,NA,15,NA,15,D,F,NA,NA,NA,NA,NA,NA,1,0
Hauser Creek,13978,C,54,S1,32.65822,-116.53235,788,A,T,0.333333333,2,6,NA,37,37,D,F,NA,NA,NA,NA,NA,NA,D,F,NA,NA,NA,NA,NA,NA,0,NA
Hauser Creek,13979,C,54,S1,32.65822,-116.53235,788,J,T,NA,NA,NA,4,NA,4,D,F,NA,NA,NA,NA,NA,NA,D,F,NA,NA,NA,NA,NA,NA,0,NA
Hauser Creek,13980,C,54,S1,32.65822,-116.53235,788,A,T,0.409090909,9,22,NA,106,106,D,F,NA,NA,NA,NA,NA,NA,D,F,NA,NA,NA,NA,NA,NA,0,NA
Hauser Creek,13981,C,54,S1,32.65822,-116.53235,788,A,T,0,0,3,NA,27,27,D,F,NA,NA,NA,NA,NA,NA,D,F,NA,NA,NA,NA,NA,NA,0,NA
Hauser Creek,13982,C,54,S1,32.65822,-116.53235,788,A,T,0.515625,33,64,NA,131,131,D,F,NA,NA,NA,NA,NA,NA,D,F,NA,NA,NA,NA,NA,NA,0,NA
Hauser Creek,13983,C,54,S1,32.65822,-116.53235,788,A,T,0.75,3,4,NA,24,24,D,F,NA,NA,NA,NA,NA,NA,D,F,NA,NA,NA,NA,NA,NA,0,NA
Hauser Creek,13984,C,54,S1,32.65822,-116.53235,788,J,T,NA,NA,NA,29,NA,29,D,F,NA,NA,NA,NA,NA,NA,D,F,NA,NA,NA,NA,NA,NA,0,NA
Hauser Creek,13985,C,54,S1,32.65822,-116.53235,788,A,T,0,0,0,14,17,31,D,F,NA,NA,NA,NA,NA,NA,D,F,NA,NA,NA,NA,NA,NA,0,NA
Hauser Creek,13986,C,54,S1,32.65822,-116.53235,788,A,T,0.888888889,8,9,NA,44,44,D,F,NA,NA,NA,NA,NA,NA,D,F,NA,NA,NA,NA,NA,NA,0,NA
Hauser Creek,13987,C,54,S1,32.65822,-116.53235,788,J,T,NA,NA,NA,34,NA,34,D,F,NA,NA,NA,NA,NA,NA,D,F,NA,NA,NA,NA,NA,NA,0,NA
Hauser Creek,13988,C,54,S1,32.65822,-116.53235,788,A,T,1,2,2,NA,47,47,D,F,NA,NA,NA,NA,NA,NA,D,F,NA,NA,NA,NA,NA,NA,0,NA
Hauser Creek,13989,C,54,S1,32.65822,-116.53235,788,A,T,0.709677419,22,31,NA,218,218,D,F,NA,NA,NA,NA,NA,NA,D,F,NA,NA,NA,NA,NA,NA,0,NA
Hauser Creek,13990,C,54,S1,32.65822,-116.53235,788,J,T,NA,NA,NA,10,NA,10,D,F,NA,NA,NA,NA,NA,NA,D,F,NA,NA,NA,NA,NA,NA,0,NA
Hauser Creek,13991,C,54,S1,32.65822,-116.53235,788,J,T,NA,NA,NA,25,NA,25,D,F,NA,NA,NA,NA,NA,NA,D,F,NA,NA,NA,NA,NA,NA,0,NA
Hauser Creek,13992,C,54,S1,32.65822,-116.53235,788,A,T,0.5,2,4,60,76,136,D,F,NA,NA,NA,NA,NA,NA,D,F,NA,NA,NA,NA,NA,NA,0,NA
Hauser Creek,13993,C,54,S1,32.65822,-116.53235,788,A,T,0.4375,7,16,NA,54,54,D,F,NA,NA,NA,NA,NA,NA,D,F,NA,NA,NA,NA,NA,NA,0,NA
Hauser Creek,13994,C,54,S1,32.65822,-116.53235,788,J,T,NA,NA,NA,38,NA,38,D,F,NA,NA,NA,NA,NA,NA,D,F,NA,NA,NA,NA,NA,NA,0,NA
Hauser Creek,13995,C,54,S1,32.65822,-116.53235,788,A,T,0.88,44,50,NA,71,71,D,F,NA,NA,NA,NA,NA,NA,D,F,NA,NA,NA,NA,NA,NA,0,NA
Hauser Creek,13996,C,54,S1,32.65822,-116.53235,788,A,T,0.2,1,5,13,76,89,D,F,NA,NA,NA,NA,NA,NA,D,F,NA,NA,NA,NA,NA,NA,0,NA
Hauser Creek,13997,C,54,S1,32.65822,-116.53235,788,A,T,0.4,2,5,NA,49,49,J,F,NA,NA,NA,6,NA,6,D,F,NA,NA,NA,NA,NA,NA,1,0
Hauser Creek,13998,C,54,S1,32.65822,-116.53235,788,A,T,0,0,2,20,65,85,D,F,NA,NA,NA,NA,NA,NA,D,F,NA,NA,NA,NA,NA,NA,0,NA
Hauser Creek,13999,C,54,S1,32.65822,-116.53235,788,J,T,NA,NA,NA,30,NA,30,D,F,NA,NA,NA,NA,NA,NA,D,F,NA,NA,NA,NA,NA,NA,0,NA
Hauser Creek,14000,C,54,S1,32.65822,-116.53235,788,J,T,NA,NA,NA,27,NA,27,D,F,NA,NA,NA,NA,NA,NA,D,F,NA,NA,NA,NA,NA,NA,0,NA
Hauser Creek,14001,C,54,S1,32.65822,-116.53235,788,J,T,NA,NA,NA,40,NA,40,D,F,NA,NA,NA,NA,NA,NA,D,F,NA,NA,NA,NA,NA,NA,0,NA
Hauser Creek,14002,C,54,S1,32.65822,-116.53235,788,J,T,NA,NA,NA,15,NA,15,D,F,NA,NA,NA,NA,NA,NA,D,F,NA,NA,NA,NA,NA,NA,0,NA
Hauser Creek,14003,C,54,S1,32.65822,-116.53235,788,J,T,NA,NA,NA,23,NA,23,D,F,NA,NA,NA,NA,NA,NA,D,F,NA,NA,NA,NA,NA,NA,0,NA
Hauser Creek,14004,C,54,S1,32.65822,-116.53235,788,J,T,NA,NA,NA,17,NA,17,D,F,NA,NA,NA,NA,NA,NA,D,F,NA,NA,NA,NA,NA,NA,NA,NA
Hauser Creek,14005,C,54,S1,32.65822,-116.53235,788,J,T,NA,NA,NA,26,NA,26,D,F,NA,NA,NA,NA,NA,NA,D,F,NA,NA,NA,NA,NA,NA,0,NA
Hauser Creek,14006,C,54,S1,32.65822,-116.53235,788,A,T,0.603773585,32,53,60,120,180,D,F,NA,NA,NA,NA,NA,NA,D,F,NA,NA,NA,NA,NA,NA,0,NA
Hauser Creek,14007,C,54,S1,32.65822,-116.53235,788,A,T,0.615384615,8,13,NA,152,152,D,F,NA,NA,NA,NA,NA,NA,D,F,NA,NA,NA,NA,NA,NA,0,NA
Hauser Creek,14008,C,54,S1,32.65822,-116.53235,788,J,T,NA,NA,NA,21,NA,21,D,F,NA,NA,NA,NA,NA,NA,D,F,NA,NA,NA,NA,NA,NA,0,NA
Hauser Creek,14009,C,54,S1,32.65822,-116.53235,788,J,T,NA,NA,NA,18,NA,18,D,F,NA,NA,NA,NA,NA,NA,D,F,NA,NA,NA,NA,NA,NA,0,NA
Hauser Creek,14010,C,54,S1,32.65822,-116.53235,788,J,T,NA,NA,NA,8,NA,8,D,F,NA,NA,NA,NA,NA,NA,D,F,NA,NA,NA,NA,NA,NA,0,NA
Hauser Creek,14011,C,54,S1,32.65822,-116.53235,788,A,T,0.5,6,12,32,97,129,D,F,NA,NA,NA,NA,NA,NA,D,F,NA,NA,NA,NA,NA,NA,0,NA
Hauser Creek,14012,C,54,S1,32.65822,-116.53235,788,J,T,NA,NA,NA,20,NA,20,D,F,NA,NA,NA,NA,NA,NA,D,F,NA,NA,NA,NA,NA,NA,0,NA
Hauser Creek,14013,C,54,S1,32.65822,-116.53235,788,J,T,NA,NA,NA,84,NA,84,D,F,NA,NA,NA,NA,NA,NA,D,F,NA,NA,NA,NA,NA,NA,0,NA
Hauser Creek,14014,C,53,S1,32.65822,-116.53235,788,J,T,NA,NA,NA,8,NA,8,D,F,NA,NA,NA,NA,NA,NA,D,F,NA,NA,NA,NA,NA,NA,0,NA
Hauser Creek,14015,C,53,S1,32.65822,-116.53235,788,A,T,1,2,2,NA,21,21,D,F,NA,NA,NA,NA,NA,NA,D,F,NA,NA,NA,NA,NA,NA,0,NA
Hauser Creek,14016,C,53,S1,32.65822,-116.53235,788,A,T,1,2,2,NA,20,20,D,F,NA,NA,NA,NA,NA,NA,D,F,NA,NA,NA,NA,NA,NA,0,NA
Hauser Creek,14017,C,53,S1,32.65822,-116.53235,788,J,T,NA,NA,NA,7,NA,7,D,F,NA,NA,NA,NA,NA,NA,D,F,NA,NA,NA,NA,NA,NA,0,NA
Hauser Creek,14018,C,53,S1,32.65822,-116.53235,788,J,T,NA,NA,NA,5,NA,5,D,F,NA,NA,NA,NA,NA,NA,D,F,NA,NA,NA,NA,NA,NA,0,NA
Hauser Creek,14019,C,53,S1,32.65822,-116.53235,788,J,T,NA,NA,NA,7,NA,7,D,F,NA,NA,NA,NA,NA,NA,D,F,NA,NA,NA,NA,NA,NA,0,NA
Hauser Creek,14020,C,53,S1,32.65822,-116.53235,788,A,T,0.5,1,2,NA,41,41,D,F,NA,NA,NA,NA,NA,NA,D,F,NA,NA,NA,NA,NA,NA,0,NA
Hauser Creek,14021,C,53,S1,32.65822,-116.53235,788,J,T,NA,NA,NA,29,NA,29,D,F,NA,NA,NA,NA,NA,NA,D,F,NA,NA,NA,NA,NA,NA,0,NA
Hauser Creek,14022,C,53,S1,32.65822,-116.53235,788,J,T,NA,NA,NA,12,NA,12,D,F,NA,NA,NA,NA,NA,NA,D,F,NA,NA,NA,NA,NA,NA,0,NA
Hauser Creek,14023,C,53,S1,32.65822,-116.53235,788,A,T,0,0,1,24,27,51,D,F,NA,NA,NA,NA,NA,NA,D,F,NA,NA,NA,NA,NA,NA,0,NA
Hauser Creek,14024,C,53,S1,32.65822,-116.53235,788,J,T,NA,NA,NA,27,NA,27,D,F,NA,NA,NA,NA,NA,NA,D,F,NA,NA,NA,NA,NA,NA,0,NA
Hauser Creek,14025,C,53,S1,32.65822,-116.53235,788,J,T,NA,NA,NA,46,NA,46,D,F,NA,NA,NA,NA,NA,NA,D,F,NA,NA,NA,NA,NA,NA,0,NA
Hauser Creek,14026,C,53,S1,32.65822,-116.53235,788,J,T,NA,NA,NA,23,NA,23,D,F,NA,NA,NA,NA,NA,NA,D,F,NA,NA,NA,NA,NA,NA,0,NA
Hauser Creek,14027,C,53,S1,32.65822,-116.53235,788,J,T,NA,NA,NA,11,NA,11,D,F,NA,NA,NA,NA,NA,NA,D,F,NA,NA,NA,NA,NA,NA,0,NA
Hauser Creek,14028,C,53,S1,32.65822,-116.53235,788,A,T,0,0,1,NA,17,17,D,F,NA,NA,NA,NA,NA,NA,D,F,NA,NA,NA,NA,NA,NA,0,NA
Hauser Creek,14029,C,53,S1,32.65822,-116.53235,788,J,T,NA,NA,NA,19,NA,19,D,F,NA,NA,NA,NA,NA,NA,D,F,NA,NA,NA,NA,NA,NA,0,NA
Hauser Creek,14030,C,53,S1,32.65822,-116.53235,788,J,T,NA,NA,NA,14,NA,14,D,F,NA,NA,NA,NA,NA,NA,D,F,NA,NA,NA,NA,NA,NA,0,NA
Hauser Creek,14031,C,53,S1,32.65822,-116.53235,788,A,T,1,1,1,NA,32,32,D,F,NA,NA,NA,NA,NA,NA,D,F,NA,NA,NA,NA,NA,NA,0,NA
Hauser Creek,14032,C,53,S1,32.65822,-116.53235,788,A,T,0.5,1,2,5,35,40,D,F,NA,NA,NA,NA,NA,NA,D,F,NA,NA,NA,NA,NA,NA,0,NA
Hauser Creek,14033,C,53,S1,32.65822,-116.53235,788,J,T,NA,NA,NA,3,NA,3,D,F,NA,NA,NA,NA,NA,NA,D,F,NA,NA,NA,NA,NA,NA,0,NA
Hauser Creek,14034,C,53,S1,32.65822,-116.53235,788,J,T,NA,NA,NA,18,NA,18,D,F,NA,NA,NA,NA,NA,NA,D,F,NA,NA,NA,NA,NA,NA,0,NA
Hauser Creek,14035,C,53,S1,32.65822,-116.53235,788,A,T,1,2,2,NA,27,27,D,F,NA,NA,NA,NA,NA,NA,D,F,NA,NA,NA,NA,NA,NA,0,NA
Hauser Creek,14036,C,53,S1,32.65822,-116.53235,788,A,T,0,0,1,NA,21,21,D,F,NA,NA,NA,NA,NA,NA,D,F,NA,NA,NA,NA,NA,NA,0,NA
Hauser Creek,14037,C,53,S1,32.65822,-116.53235,788,A,T,0.333333333,1,3,8,50,58,D,F,NA,NA,NA,NA,NA,NA,D,F,NA,NA,NA,NA,NA,NA,0,NA
Hauser Creek,14038,C,53,S1,32.65822,-116.53235,788,A,T,0,0,2,34,28,62,D,F,NA,NA,NA,NA,NA,NA,D,F,NA,NA,NA,NA,NA,NA,0,NA
Hauser Creek,14039,C,53,S1,32.65822,-116.53235,788,J,T,NA,NA,NA,8,NA,8,D,F,NA,NA,NA,NA,NA,NA,D,F,NA,NA,NA,NA,NA,NA,0,NA
Hauser Creek,14040,C,53,S1,32.65822,-116.53235,788,A,T,0,0,2,NA,21,21,D,F,NA,NA,NA,NA,NA,NA,D,F,NA,NA,NA,NA,NA,NA,0,NA
Hauser Creek,14041,C,53,S1,32.65822,-116.53235,788,J,T,NA,NA,NA,18,NA,18,D,F,NA,NA,NA,NA,NA,NA,D,F,NA,NA,NA,NA,NA,NA,0,NA
Hauser Creek,14042,C,53,S1,32.65822,-116.53235,788,A,T,0.333333333,1,3,NA,69,69,D,F,NA,NA,NA,NA,NA,NA,D,F,NA,NA,NA,NA,NA,NA,0,NA
Hauser Creek,14043,C,53,S1,32.65822,-116.53235,788,A,T,1,2,2,11,24,35,D,F,NA,NA,NA,NA,NA,NA,D,F,NA,NA,NA,NA,NA,NA,0,NA
Hauser Creek,14044,C,53,S1,32.65822,-116.53235,788,A,T,0,0,1,NA,17,17,D,F,NA,NA,NA,NA,NA,NA,D,F,NA,NA,NA,NA,NA,NA,0,NA
Hauser Creek,14045,C,53,S1,32.65822,-116.53235,788,J,T,NA,NA,NA,24,NA,24,J,F,NA,NA,NA,5,NA,5,D,F,NA,NA,NA,NA,NA,NA,1,0
Hauser Creek,14046,C,53,S1,32.65822,-116.53235,788,J,T,NA,NA,NA,6,NA,6,D,F,NA,NA,NA,NA,NA,NA,D,F,NA,NA,NA,NA,NA,NA,0,NA
Hauser Creek,14047,C,53,S1,32.65822,-116.53235,788,J,T,NA,NA,NA,7,NA,7,D,F,NA,NA,NA,NA,NA,NA,D,F,NA,NA,NA,NA,NA,NA,0,NA
Hauser Creek,53739,C,200,S1,32.65822,-116.53235,788,NA,F,NA,NA,NA,NA,NA,NA,A,T,0.92248062,198.3333333,215,119,488,607,E,F,NA,NA,NA,NA,NA,NA,NA,NA
Hauser Creek,53740,C,200,S1,32.65822,-116.53235,788,NA,F,NA,NA,NA,NA,NA,NA,A,T,0.838709677,78,93,NA,1072.8,1072.8,E,F,NA,NA,NA,NA,NA,NA,NA,NA
Hauser Creek,53741,C,200,S1,32.65822,-116.53235,788,NA,F,NA,NA,NA,NA,NA,NA,J,T,NA,NA,NA,120,NA,120,E,F,NA,NA,NA,NA,NA,NA,NA,NA
Hauser Creek,53742,C,200,S1,32.65822,-116.53235,788,NA,F,NA,NA,NA,NA,NA,NA,A,T,0.851351351,63,74,NA,499,499,E,F,NA,NA,NA,NA,NA,NA,NA,NA
Hauser Creek,53743,C,200,S1,32.65822,-116.53235,788,NA,F,NA,NA,NA,NA,NA,NA,A,T,0.416666667,20,48,42,162,204,E,F,NA,NA,NA,NA,NA,NA,NA,NA
Hauser Creek,53744,C,200,S1,32.65822,-116.53235,788,NA,F,NA,NA,NA,NA,NA,NA,A,T,0.615384615,8,13,79,138,217,E,F,NA,NA,NA,NA,NA,NA,NA,NA
Hauser Creek,53745,C,200,S1,32.65822,-116.53235,788,NA,F,NA,NA,NA,NA,NA,NA,A,T,0.871794872,90.66666667,104,209,764.8,973.8,E,F,NA,NA,NA,NA,NA,NA,NA,NA
Hauser Creek,53746,C,200,S1,32.65822,-116.53235,788,NA,F,NA,NA,NA,NA,NA,NA,J,T,NA,NA,NA,27,NA,27,E,F,NA,NA,NA,NA,NA,NA,NA,NA
Hauser Creek,53747,C,200,S1,32.65822,-116.53235,788,NA,F,NA,NA,NA,NA,NA,NA,J,T,NA,NA,NA,8,NA,8,E,F,NA,NA,NA,NA,NA,NA,NA,NA
Hauser Creek,53748,C,200,S1,32.65822,-116.53235,788,NA,F,NA,NA,NA,NA,NA,NA,J,T,NA,NA,NA,123,NA,123,E,F,NA,NA,NA,NA,NA,NA,NA,NA
Hauser Creek,53749,C,200,S1,32.65822,-116.53235,788,NA,F,NA,NA,NA,NA,NA,NA,A,T,0.25,1,4,65,53,118,E,F,NA,NA,NA,NA,NA,NA,NA,NA
Hauser Creek,53750,C,200,S1,32.65822,-116.53235,788,NA,F,NA,NA,NA,NA,NA,NA,J,T,NA,NA,NA,108,NA,108,E,F,NA,NA,NA,NA,NA,NA,NA,NA
Hauser Creek,53751,C,200,S1,32.65822,-116.53235,788,NA,F,NA,NA,NA,NA,NA,NA,J,T,NA,NA,NA,149,NA,149,E,F,NA,NA,NA,NA,NA,NA,NA,NA
Hauser Creek,53752,C,200,S1,32.65822,-116.53235,788,NA,F,NA,NA,NA,NA,NA,NA,A,T,0.822580645,51,62,23,196,219,E,F,NA,NA,NA,NA,NA,NA,NA,NA
Hauser Creek,53753,C,200,S1,32.65822,-116.53235,788,NA,F,NA,NA,NA,NA,NA,NA,A,T,0.835051546,81,97,NA,101,101,E,F,NA,NA,NA,NA,NA,NA,NA,NA
Hauser Creek,53754,C,200,S1,32.65822,-116.53235,788,NA,F,NA,NA,NA,NA,NA,NA,A,T,0.692307692,27,39,40,174,214,E,F,NA,NA,NA,NA,NA,NA,NA,NA
Hauser Creek,53755,C,200,S1,32.65822,-116.53235,788,NA,F,NA,NA,NA,NA,NA,NA,A,T,0.64,16,25,54,275,329,E,F,NA,NA,NA,NA,NA,NA,NA,NA
Hauser Creek,53756,C,200,S1,32.65822,-116.53235,788,NA,F,NA,NA,NA,NA,NA,NA,A,T,0.75,9,12,NA,80,80,E,F,NA,NA,NA,NA,NA,NA,NA,NA
Hauser Creek,53757,C,200,S1,32.65822,-116.53235,788,NA,F,NA,NA,NA,NA,NA,NA,J,T,NA,NA,NA,33,NA,33,E,F,NA,NA,NA,NA,NA,NA,NA,NA
Hauser Creek,53758,C,200,S1,32.65822,-116.53235,788,NA,F,NA,NA,NA,NA,NA,NA,A,T,0.375,9,24,127,254,381,E,F,NA,NA,NA,NA,NA,NA,NA,NA
Hauser Creek,53759,C,200,S1,32.65822,-116.53235,788,NA,F,NA,NA,NA,NA,NA,NA,A,T,0.4,4,10,97,164,261,E,F,NA,NA,NA,NA,NA,NA,NA,NA
Hauser Creek,53760,C,200,S1,32.65822,-116.53235,788,NA,F,NA,NA,NA,NA,NA,NA,A,T,0.897435897,35,39,32,154,186,E,F,NA,NA,NA,NA,NA,NA,NA,NA
Hauser Creek,53761,C,200,S1,32.65822,-116.53235,788,NA,F,NA,NA,NA,NA,NA,NA,A,T,0.488888889,22,45,53,94,147,E,F,NA,NA,NA,NA,NA,NA,NA,NA
Hauser Creek,53762,C,200,S1,32.65822,-116.53235,788,NA,F,NA,NA,NA,NA,NA,NA,A,T,0.737704918,270,366,70,3426,3496,E,F,NA,NA,NA,NA,NA,NA,NA,NA
Hauser Creek,53763,C,200,S1,32.65822,-116.53235,788,NA,F,NA,NA,NA,NA,NA,NA,A,T,0.675,27,40,81,370,451,E,F,NA,NA,NA,NA,NA,NA,NA,NA
Hauser Creek,53764,C,200,S1,32.65822,-116.53235,788,NA,F,NA,NA,NA,NA,NA,NA,A,T,0.5,6,12,144,104,248,E,F,NA,NA,NA,NA,NA,NA,NA,NA
Hauser Creek,53765,C,200,S1,32.65822,-116.53235,788,NA,F,NA,NA,NA,NA,NA,NA,A,T,0.588235294,80,136,NA,494,494,E,F,NA,NA,NA,NA,NA,NA,NA,NA
